Fila,n,C(n)
FLEV3,6030,4
FLEV4,6030,8
FLC,6031,1
FLEV1,6031,3
FLEV2,6031,3
FLEV3,6031,4
FLEV4,6031,8
FLC,6032,1
FLEV1,6032,3
FLEV2,6032,3
FLEV3,6032,4
FLEV4,6032,8
FLC,6033,1
FLEV1,6033,3
FLEV2,6033,3
FLEV3,6033,4
FLEV4,6033,8
FLC,6034,1
FLEV1,6034,3
FLEV2,6034,3
FLEV3,6034,4
FLEV4,6034,8
FLC,6035,1
FLEV1,6035,3
FLEV2,6035,3
FLEV3,6035,4
FLEV4,6035,8
FLC,6036,1
FLEV1,6036,3
FLEV2,6036,3
FLEV3,6036,4
FLEV4,6036,8
FLC,6037,1
FLEV1,6037,3
FLEV2,6037,3
FLEV3,6037,4
FLEV4,6037,8
FLC,6038,1
FLEV1,6038,3
FLEV2,6038,3
FLEV3,6038,4
FLEV4,6038,8
FLC,6039,1
FLEV1,6039,3
FLEV2,6039,3
FLEV3,6039,4
FLEV4,6039,8
FLC,6040,1
FLEV1,6040,3
FLEV2,6040,3
FLEV3,6040,4
FLEV4,6040,8
FLC,6041,1
FLEV1,6041,3
FLEV2,6041,3
FLEV3,6041,4
FLEV4,6041,8
FLC,6042,1
FLEV1,6042,3
FLEV2,6042,3
FLEV3,6042,4
FLEV4,6042,8
FLC,6043,1
FLEV1,6043,3
FLEV2,6043,3
FLEV3,6043,4
FLEV4,6043,8
FLC,6044,1
FLEV1,6044,3
FLEV2,6044,3
FLEV3,6044,4
FLEV4,6044,8
FLC,6045,1
FLEV1,6045,3
FLEV2,6045,3
FLEV3,6045,4
FLEV4,6045,8
FLC,6046,1
FLEV1,6046,3
FLEV2,6046,3
FLEV3,6046,4
FLEV4,6046,8
FLC,6047,1
FLEV1,6047,3
FLEV2,6047,3
FLEV3,6047,4
FLEV4,6047,8
FLC,6048,1
FLEV1,6048,3
FLEV2,6048,3
FLEV3,6048,4
FLEV4,6048,8
FLC,6049,1
FLEV1,6049,3
FLEV2,6049,3
FLEV3,6049,4
FLEV4,6049,8
FLC,6050,1
FLEV1,6050,3
FLEV2,6050,3
FLEV3,6050,4
FLEV4,6050,8
FLC,6051,1
FLEV1,6051,3
FLEV2,6051,3
FLEV3,6051,4
FLEV4,6051,8
FLC,6052,1
FLEV1,6052,3
FLEV2,6052,3
FLEV3,6052,4
FLEV4,6052,8
FLC,6053,1
FLEV1,6053,3
FLEV2,6053,3
FLEV3,6053,4
FLEV4,6053,8
FLC,6054,1
FLEV1,6054,3
FLEV2,6054,3
FLEV3,6054,4
FLEV4,6054,8
FLC,6055,1
FLEV1,6055,3
FLEV2,6055,3
FLEV3,6055,4
FLEV4,6055,8
FLC,6056,1
FLEV1,6056,3
FLEV2,6056,3
FLEV3,6056,4
FLEV4,6056,8
FLC,6057,1
FLEV1,6057,3
FLEV2,6057,3
FLEV3,6057,4
FLEV4,6057,8
FLC,6058,1
FLEV1,6058,3
FLEV2,6058,3
FLEV3,6058,4
FLEV4,6058,8
FLC,6059,1
FLEV1,6059,3
FLEV2,6059,3
FLEV3,6059,4
FLEV4,6059,8
FLC,6060,1
FLEV1,6060,3
FLEV2,6060,3
FLEV3,6060,4
FLEV4,6060,8
FLC,6061,1
FLEV1,6061,3
FLEV2,6061,3
FLEV3,6061,4
FLEV4,6061,8
FLC,6062,1
FLEV1,6062,3
FLEV2,6062,3
FLEV3,6062,4
FLEV4,6062,8
FLC,6063,1
FLEV1,6063,3
FLEV2,6063,3
FLEV3,6063,4
FLEV4,6063,8
FLC,6064,1
FLEV1,6064,3
FLEV2,6064,3
FLEV3,6064,4
FLEV4,6064,8
FLC,6065,1
FLEV1,6065,3
FLEV2,6065,3
FLEV3,6065,4
FLEV4,6065,8
FLC,6066,1
FLEV1,6066,3
FLEV2,6066,3
FLEV3,6066,4
FLEV4,6066,8
FLC,6067,1
FLEV1,6067,3
FLEV2,6067,3
FLEV3,6067,4
FLEV4,6067,8
FLC,6068,1
FLEV1,6068,3
FLEV2,6068,3
FLEV3,6068,4
FLEV4,6068,8
FLC,6069,1
FLEV1,6069,3
FLEV2,6069,3
FLEV3,6069,4
FLEV4,6069,8
FLC,6070,1
FLEV1,6070,3
FLEV2,6070,3
FLEV3,6070,4
FLEV4,6070,8
FLC,6071,1
FLEV1,6071,3
FLEV2,6071,3
FLEV3,6071,4
FLEV4,6071,8
FLC,6072,1
FLEV1,6072,3
FLEV2,6072,3
FLEV3,6072,4
FLEV4,6072,8
FLC,6073,1
FLEV1,6073,3
FLEV2,6073,3
FLEV3,6073,4
FLEV4,6073,8
FLC,6074,1
FLEV1,6074,3
FLEV2,6074,3
FLEV3,6074,4
FLEV4,6074,8
FLC,6075,1
FLEV1,6075,3
FLEV2,6075,3
FLEV3,6075,4
FLEV4,6075,8
FLC,6076,1
FLEV1,6076,3
FLEV2,6076,3
FLEV3,6076,4
FLEV4,6076,8
FLC,6077,1
FLEV1,6077,3
FLEV2,6077,3
FLEV3,6077,4
FLEV4,6077,8
FLC,6078,1
FLEV1,6078,3
FLEV2,6078,3
FLEV3,6078,4
FLEV4,6078,8
FLC,6079,1
FLEV1,6079,3
FLEV2,6079,3
FLEV3,6079,4
FLEV4,6079,8
FLC,6080,1
FLEV1,6080,3
FLEV2,6080,3
FLEV3,6080,4
FLEV4,6080,8
FLC,6081,1
FLEV1,6081,3
FLEV2,6081,3
FLEV3,6081,4
FLEV4,6081,8
FLC,6082,1
FLEV1,6082,3
FLEV2,6082,3
FLEV3,6082,4
FLEV4,6082,8
FLC,6083,1
FLEV1,6083,3
FLEV2,6083,3
FLEV3,6083,4
FLEV4,6083,8
FLC,6084,1
FLEV1,6084,3
FLEV2,6084,3
FLEV3,6084,4
FLEV4,6084,8
FLC,6085,1
FLEV1,6085,3
FLEV2,6085,3
FLEV3,6085,4
FLEV4,6085,8
FLC,6086,1
FLEV1,6086,3
FLEV2,6086,3
FLEV3,6086,4
FLEV4,6086,8
FLC,6087,1
FLEV1,6087,3
FLEV2,6087,3
FLEV3,6087,4
FLEV4,6087,8
FLC,6088,1
FLEV1,6088,3
FLEV2,6088,3
FLEV3,6088,4
FLEV4,6088,8
FLC,6089,1
FLEV1,6089,3
FLEV2,6089,3
FLEV3,6089,4
FLEV4,6089,8
FLC,6090,1
FLEV1,6090,3
FLEV2,6090,3
FLEV3,6090,4
FLEV4,6090,8
FLC,6091,1
FLEV1,6091,3
FLEV2,6091,3
FLEV3,6091,4
FLEV4,6091,8
FLC,6092,1
FLEV1,6092,3
FLEV2,6092,3
FLEV3,6092,4
FLEV4,6092,8
FLC,6093,1
FLEV1,6093,3
FLEV2,6093,3
FLEV3,6093,4
FLEV4,6093,8
FLC,6094,1
FLEV1,6094,3
FLEV2,6094,3
FLEV3,6094,4
FLEV4,6094,8
FLC,6095,1
FLEV1,6095,3
FLEV2,6095,3
FLEV3,6095,4
FLEV4,6095,8
FLC,6096,1
FLEV1,6096,3
FLEV2,6096,3
FLEV3,6096,4
FLEV4,6096,8
FLC,6097,1
FLEV1,6097,3
FLEV2,6097,3
FLEV3,6097,4
FLEV4,6097,8
FLC,6098,1
FLEV1,6098,3
FLEV2,6098,3
FLEV3,6098,4
FLEV4,6098,8
FLC,6099,1
FLEV1,6099,3
FLEV2,6099,3
FLEV3,6099,4
FLEV4,6099,8
FLC,6100,1
FLEV1,6100,3
FLEV2,6100,3
FLEV3,6100,4
FLEV4,6100,8
FLC,6101,1
FLEV1,6101,3
FLEV2,6101,3
FLEV3,6101,4
FLEV4,6101,8
FLC,6102,1
FLEV1,6102,3
FLEV2,6102,3
FLEV3,6102,4
FLEV4,6102,8
FLC,6103,1
FLEV1,6103,3
FLEV2,6103,3
FLEV3,6103,4
FLEV4,6103,8
FLC,6104,1
FLEV1,6104,3
FLEV2,6104,3
FLEV3,6104,4
FLEV4,6104,8
FLC,6105,1
FLEV1,6105,3
FLEV2,6105,3
FLEV3,6105,4
FLEV4,6105,8
FLC,6106,1
FLEV1,6106,3
FLEV2,6106,3
FLEV3,6106,4
FLEV4,6106,8
FLC,6107,1
FLEV1,6107,3
FLEV2,6107,3
FLEV3,6107,4
FLEV4,6107,8
FLC,6108,1
FLEV1,6108,3
FLEV2,6108,3
FLEV3,6108,4
FLEV4,6108,8
FLC,6109,1
FLEV1,6109,3
FLEV2,6109,3
FLEV3,6109,4
FLEV4,6109,8
FLC,6110,1
FLEV1,6110,3
FLEV2,6110,3
FLEV3,6110,4
FLEV4,6110,8
FLC,6111,1
FLEV1,6111,3
FLEV2,6111,3
FLEV3,6111,4
FLEV4,6111,8
FLC,6112,1
FLEV1,6112,3
FLEV2,6112,3
FLEV3,6112,4
FLEV4,6112,8
FLC,6113,1
FLEV1,6113,3
FLEV2,6113,3
FLEV3,6113,4
FLEV4,6113,8
FLC,6114,1
FLEV1,6114,3
FLEV2,6114,3
FLEV3,6114,4
FLEV4,6114,8
FLC,6115,1
FLEV1,6115,3
FLEV2,6115,3
FLEV3,6115,4
FLEV4,6115,8
FLC,6116,1
FLEV1,6116,3
FLEV2,6116,3
FLEV3,6116,4
FLEV4,6116,8
FLC,6117,1
FLEV1,6117,3
FLEV2,6117,3
FLEV3,6117,4
FLEV4,6117,8
FLC,6118,1
FLEV1,6118,3
FLEV2,6118,3
FLEV3,6118,4
FLEV4,6118,8
FLC,6119,1
FLEV1,6119,3
FLEV2,6119,3
FLEV3,6119,4
FLEV4,6119,8
FLC,6120,1
FLEV1,6120,3
FLEV2,6120,3
FLEV3,6120,4
FLEV4,6120,8
FLC,6121,1
FLEV1,6121,3
FLEV2,6121,3
FLEV3,6121,4
FLEV4,6121,8
FLC,6122,1
FLEV1,6122,3
FLEV2,6122,3
FLEV3,6122,4
FLEV4,6122,8
FLC,6123,1
FLEV1,6123,3
FLEV2,6123,3
FLEV3,6123,4
FLEV4,6123,8
FLC,6124,1
FLEV1,6124,3
FLEV2,6124,3
FLEV3,6124,4
FLEV4,6124,8
FLC,6125,1
FLEV1,6125,3
FLEV2,6125,3
FLEV3,6125,4
FLEV4,6125,8
FLC,6126,1
FLEV1,6126,3
FLEV2,6126,3
FLEV3,6126,4
FLEV4,6126,8
FLC,6127,1
FLEV1,6127,3
FLEV2,6127,3
FLEV3,6127,4
FLEV4,6127,8
FLC,6128,1
FLEV1,6128,3
FLEV2,6128,3
FLEV3,6128,4
FLEV4,6128,8
FLC,6129,1
FLEV1,6129,3
FLEV2,6129,3
FLEV3,6129,4
FLEV4,6129,8
FLC,6130,1
FLEV1,6130,3
FLEV2,6130,3
FLEV3,6130,4
FLEV4,6130,8
FLC,6131,1
FLEV1,6131,3
FLEV2,6131,3
FLEV3,6131,4
FLEV4,6131,8
FLC,6132,1
FLEV1,6132,3
FLEV2,6132,3
FLEV3,6132,4
FLEV4,6132,8
FLC,6133,1
FLEV1,6133,3
FLEV2,6133,3
FLEV3,6133,4
FLEV4,6133,8
FLC,6134,1
FLEV1,6134,3
FLEV2,6134,3
FLEV3,6134,4
FLEV4,6134,8
FLC,6135,1
FLEV1,6135,3
FLEV2,6135,3
FLEV3,6135,4
FLEV4,6135,8
FLC,6136,1
FLEV1,6136,3
FLEV2,6136,3
FLEV3,6136,4
FLEV4,6136,8
FLC,6137,1
FLEV1,6137,3
FLEV2,6137,3
FLEV3,6137,4
FLEV4,6137,8
FLC,6138,1
FLEV1,6138,3
FLEV2,6138,3
FLEV3,6138,4
FLEV4,6138,8
FLC,6139,1
FLEV1,6139,3
FLEV2,6139,3
FLEV3,6139,4
FLEV4,6139,8
FLC,6140,1
FLEV1,6140,3
FLEV2,6140,3
FLEV3,6140,4
FLEV4,6140,8
FLC,6141,1
FLEV1,6141,3
FLEV2,6141,3
FLEV3,6141,4
FLEV4,6141,8
FLC,6142,1
FLEV1,6142,3
FLEV2,6142,3
FLEV3,6142,4
FLEV4,6142,8
FLC,6143,1
FLEV1,6143,3
FLEV2,6143,3
FLEV3,6143,4
FLEV4,6143,8
FLC,6144,1
FLEV1,6144,3
FLEV2,6144,3
FLEV3,6144,4
FLEV4,6144,8
FLC,6145,1
FLEV1,6145,3
FLEV2,6145,3
FLEV3,6145,4
FLEV4,6145,8
FLC,6146,1
FLEV1,6146,3
FLEV2,6146,3
FLEV3,6146,4
FLEV4,6146,8
FLC,6147,1
FLEV1,6147,3
FLEV2,6147,3
FLEV3,6147,4
FLEV4,6147,8
FLC,6148,1
FLEV1,6148,3
FLEV2,6148,3
FLEV3,6148,4
FLEV4,6148,8
FLC,6149,1
FLEV1,6149,3
FLEV2,6149,3
FLEV3,6149,4
FLEV4,6149,8
FLC,6150,1
FLEV1,6150,3
FLEV2,6150,3
FLEV3,6150,4
FLEV4,6150,8
FLC,6151,1
FLEV1,6151,3
FLEV2,6151,3
FLEV3,6151,4
FLEV4,6151,8
FLC,6152,1
FLEV1,6152,3
FLEV2,6152,3
FLEV3,6152,4
FLEV4,6152,8
FLC,6153,1
FLEV1,6153,3
FLEV2,6153,3
FLEV3,6153,4
FLEV4,6153,8
FLC,6154,1
FLEV1,6154,3
FLEV2,6154,3
FLEV3,6154,4
FLEV4,6154,8
FLC,6155,1
FLEV1,6155,3
FLEV2,6155,3
FLEV3,6155,4
FLEV4,6155,8
FLC,6156,1
FLEV1,6156,3
FLEV2,6156,3
FLEV3,6156,4
FLEV4,6156,8
FLC,6157,1
FLEV1,6157,3
FLEV2,6157,3
FLEV3,6157,4
FLEV4,6157,8
FLC,6158,1
FLEV1,6158,3
FLEV2,6158,3
FLEV3,6158,4
FLEV4,6158,8
FLC,6159,1
FLEV1,6159,3
FLEV2,6159,3
FLEV3,6159,4
FLEV4,6159,8
FLC,6160,1
FLEV1,6160,3
FLEV2,6160,3
FLEV3,6160,4
FLEV4,6160,8
FLC,6161,1
FLEV1,6161,3
FLEV2,6161,3
FLEV3,6161,4
FLEV4,6161,8
FLC,6162,1
FLEV1,6162,3
FLEV2,6162,3
FLEV3,6162,4
FLEV4,6162,8
FLC,6163,1
FLEV1,6163,3
FLEV2,6163,3
FLEV3,6163,4
FLEV4,6163,8
FLC,6164,1
FLEV1,6164,3
FLEV2,6164,3
FLEV3,6164,4
FLEV4,6164,8
FLC,6165,1
FLEV1,6165,3
FLEV2,6165,3
FLEV3,6165,4
FLEV4,6165,8
FLC,6166,1
FLEV1,6166,3
FLEV2,6166,3
FLEV3,6166,4
FLEV4,6166,8
FLC,6167,1
FLEV1,6167,3
FLEV2,6167,3
FLEV3,6167,4
FLEV4,6167,8
FLC,6168,1
FLEV1,6168,3
FLEV2,6168,3
FLEV3,6168,4
FLEV4,6168,8
FLC,6169,1
FLEV1,6169,3
FLEV2,6169,3
FLEV3,6169,4
FLEV4,6169,8
FLC,6170,1
FLEV1,6170,3
FLEV2,6170,3
FLEV3,6170,4
FLEV4,6170,8
FLC,6171,1
FLEV1,6171,3
FLEV2,6171,3
FLEV3,6171,4
FLEV4,6171,8
FLC,6172,1
FLEV1,6172,3
FLEV2,6172,3
FLEV3,6172,4
FLEV4,6172,8
FLC,6173,1
FLEV1,6173,3
FLEV2,6173,3
FLEV3,6173,4
FLEV4,6173,8
FLC,6174,1
FLEV1,6174,3
FLEV2,6174,3
FLEV3,6174,4
FLEV4,6174,8
FLC,6175,1
FLEV1,6175,3
FLEV2,6175,3
FLEV3,6175,4
FLEV4,6175,8
FLC,6176,1
FLEV1,6176,3
FLEV2,6176,3
FLEV3,6176,4
FLEV4,6176,8
FLC,6177,1
FLEV1,6177,3
FLEV2,6177,3
FLEV3,6177,4
FLEV4,6177,8
FLC,6178,1
FLEV1,6178,3
FLEV2,6178,3
FLEV3,6178,4
FLEV4,6178,8
FLC,6179,1
FLEV1,6179,3
FLEV2,6179,3
FLEV3,6179,4
FLEV4,6179,8
FLC,6180,1
FLEV1,6180,3
FLEV2,6180,3
FLEV3,6180,4
FLEV4,6180,8
FLC,6181,1
FLEV1,6181,3
FLEV2,6181,3
FLEV3,6181,4
FLEV4,6181,8
FLC,6182,1
FLEV1,6182,3
FLEV2,6182,3
FLEV3,6182,4
FLEV4,6182,8
FLC,6183,1
FLEV1,6183,3
FLEV2,6183,3
FLEV3,6183,4
FLEV4,6183,8
FLC,6184,1
FLEV1,6184,3
FLEV2,6184,3
FLEV3,6184,4
FLEV4,6184,8
FLC,6185,1
FLEV1,6185,3
FLEV2,6185,3
FLEV3,6185,4
FLEV4,6185,8
FLC,6186,1
FLEV1,6186,3
FLEV2,6186,3
FLEV3,6186,4
FLEV4,6186,8
FLC,6187,1
FLEV1,6187,3
FLEV2,6187,3
FLEV3,6187,4
FLEV4,6187,8
FLC,6188,1
FLEV1,6188,3
FLEV2,6188,3
FLEV3,6188,4
FLEV4,6188,8
FLC,6189,1
FLEV1,6189,3
FLEV2,6189,3
FLEV3,6189,4
FLEV4,6189,8
FLC,6190,1
FLEV1,6190,3
FLEV2,6190,3
FLEV3,6190,4
FLEV4,6190,8
FLC,6191,1
FLEV1,6191,3
FLEV2,6191,3
FLEV3,6191,4
FLEV4,6191,8
FLC,6192,1
FLEV1,6192,3
FLEV2,6192,3
FLEV3,6192,4
FLEV4,6192,8
FLC,6193,1
FLEV1,6193,3
FLEV2,6193,3
FLEV3,6193,4
FLEV4,6193,8
FLC,6194,1
FLEV1,6194,3
FLEV2,6194,3
FLEV3,6194,4
FLEV4,6194,8
FLC,6195,1
FLEV1,6195,3
FLEV2,6195,3
FLEV3,6195,4
FLEV4,6195,8
FLC,6196,1
FLEV1,6196,3
FLEV2,6196,3
FLEV3,6196,4
FLEV4,6196,8
FLC,6197,1
FLEV1,6197,3
FLEV2,6197,3
FLEV3,6197,4
FLEV4,6197,8
FLC,6198,1
FLEV1,6198,3
FLEV2,6198,3
FLEV3,6198,4
FLEV4,6198,8
FLC,6199,1
FLEV1,6199,3
FLEV2,6199,3
FLEV3,6199,4
FLEV4,6199,8
FLC,6200,1
FLEV1,6200,3
FLEV2,6200,3
FLEV3,6200,4
FLEV4,6200,8
FLC,6201,1
FLEV1,6201,3
FLEV2,6201,3
FLEV3,6201,4
FLEV4,6201,8
FLC,6202,1
FLEV1,6202,3
FLEV2,6202,3
FLEV3,6202,4
FLEV4,6202,8
FLC,6203,1
FLEV1,6203,3
FLEV2,6203,3
FLEV3,6203,4
FLEV4,6203,8
FLC,6204,1
FLEV1,6204,3
FLEV2,6204,3
FLEV3,6204,4
FLEV4,6204,8
FLC,6205,1
FLEV1,6205,3
FLEV2,6205,3
FLEV3,6205,4
FLEV4,6205,8
FLC,6206,1
FLEV1,6206,3
FLEV2,6206,3
FLEV3,6206,4
FLEV4,6206,8
FLC,6207,1
FLEV1,6207,3
FLEV2,6207,3
FLEV3,6207,4
FLEV4,6207,8
FLC,6208,1
FLEV1,6208,3
FLEV2,6208,3
FLEV3,6208,4
FLEV4,6208,8
FLC,6209,1
FLEV1,6209,3
FLEV2,6209,3
FLEV3,6209,4
FLEV4,6209,8
FLC,6210,1
FLEV1,6210,3
FLEV2,6210,3
FLEV3,6210,4
FLEV4,6210,8
FLC,6211,1
FLEV1,6211,3
FLEV2,6211,3
FLEV3,6211,4
FLEV4,6211,8
FLC,6212,1
FLEV1,6212,3
FLEV2,6212,3
FLEV3,6212,4
FLEV4,6212,8
FLC,6213,1
FLEV1,6213,3
FLEV2,6213,3
FLEV3,6213,4
FLEV4,6213,8
FLC,6214,1
FLEV1,6214,3
FLEV2,6214,3
FLEV3,6214,4
FLEV4,6214,8
FLC,6215,1
FLEV1,6215,3
FLEV2,6215,3
FLEV3,6215,4
FLEV4,6215,8
FLC,6216,1
FLEV1,6216,3
FLEV2,6216,3
FLEV3,6216,4
FLEV4,6216,8
FLC,6217,1
FLEV1,6217,3
FLEV2,6217,3
FLEV3,6217,4
FLEV4,6217,8
FLC,6218,1
FLEV1,6218,3
FLEV2,6218,3
FLEV3,6218,4
FLEV4,6218,8
FLC,6219,1
FLEV1,6219,3
FLEV2,6219,3
FLEV3,6219,4
FLEV4,6219,8
FLC,6220,1
FLEV1,6220,3
FLEV2,6220,3
FLEV3,6220,4
FLEV4,6220,8
FLC,6221,1
FLEV1,6221,3
FLEV2,6221,3
FLEV3,6221,4
FLEV4,6221,8
FLC,6222,1
FLEV1,6222,3
FLEV2,6222,3
FLEV3,6222,4
FLEV4,6222,8
FLC,6223,1
FLEV1,6223,3
FLEV2,6223,3
FLEV3,6223,4
FLEV4,6223,8
FLC,6224,1
FLEV1,6224,3
FLEV2,6224,3
FLEV3,6224,4
FLEV4,6224,8
FLC,6225,1
FLEV1,6225,3
FLEV2,6225,3
FLEV3,6225,4
FLEV4,6225,8
FLC,6226,1
FLEV1,6226,3
FLEV2,6226,3
FLEV3,6226,4
FLEV4,6226,8
FLC,6227,1
FLEV1,6227,3
FLEV2,6227,3
FLEV3,6227,4
FLEV4,6227,8
FLC,6228,1
FLEV1,6228,3
FLEV2,6228,3
FLEV3,6228,4
FLEV4,6228,8
FLC,6229,1
FLEV1,6229,3
FLEV2,6229,3
FLEV3,6229,4
FLEV4,6229,8
FLC,6230,1
FLEV1,6230,3
FLEV2,6230,3
FLEV3,6230,4
FLEV4,6230,8
FLC,6231,1
FLEV1,6231,3
FLEV2,6231,3
FLEV3,6231,4
FLEV4,6231,8
FLC,6232,1
FLEV1,6232,3
FLEV2,6232,3
FLEV3,6232,4
FLEV4,6232,8
FLC,6233,1
FLEV1,6233,3
FLEV2,6233,3
FLEV3,6233,4
FLEV4,6233,8
FLC,6234,1
FLEV1,6234,3
FLEV2,6234,3
FLEV3,6234,4
FLEV4,6234,8
FLC,6235,1
FLEV1,6235,3
FLEV2,6235,3
FLEV3,6235,4
FLEV4,6235,8
FLC,6236,1
FLEV1,6236,3
FLEV2,6236,3
FLEV3,6236,4
FLEV4,6236,8
FLC,6237,1
FLEV1,6237,3
FLEV2,6237,3
FLEV3,6237,4
FLEV4,6237,8
FLC,6238,1
FLEV1,6238,3
FLEV2,6238,3
FLEV3,6238,4
FLEV4,6238,8
FLC,6239,1
FLEV1,6239,3
FLEV2,6239,3
FLEV3,6239,4
FLEV4,6239,8
FLC,6240,1
FLEV1,6240,3
FLEV2,6240,3
FLEV3,6240,4
FLEV4,6240,8
FLC,6241,1
FLEV1,6241,3
FLEV2,6241,3
FLEV3,6241,4
FLEV4,6241,8
FLC,6242,1
FLEV1,6242,3
FLEV2,6242,3
FLEV3,6242,4
FLEV4,6242,8
FLC,6243,1
FLEV1,6243,3
FLEV2,6243,3
FLEV3,6243,4
FLEV4,6243,8
FLC,6244,1
FLEV1,6244,3
FLEV2,6244,3
FLEV3,6244,4
FLEV4,6244,8
FLC,6245,1
FLEV1,6245,3
FLEV2,6245,3
FLEV3,6245,4
FLEV4,6245,8
FLC,6246,1
FLEV1,6246,3
FLEV2,6246,3
FLEV3,6246,4
FLEV4,6246,8
FLC,6247,1
FLEV1,6247,3
FLEV2,6247,3
FLEV3,6247,4
FLEV4,6247,8
FLC,6248,1
FLEV1,6248,3
FLEV2,6248,3
FLEV3,6248,4
FLEV4,6248,8
FLC,6249,1
FLEV1,6249,3
FLEV2,6249,3
FLEV3,6249,4
FLEV4,6249,8
FLC,6250,1
FLEV1,6250,3
FLEV2,6250,3
FLEV3,6250,4
FLEV4,6250,8
FLC,6251,1
FLEV1,6251,3
FLEV2,6251,3
FLEV3,6251,4
FLEV4,6251,8
FLC,6252,1
FLEV1,6252,3
FLEV2,6252,3
FLEV3,6252,4
FLEV4,6252,8
FLC,6253,1
FLEV1,6253,3
FLEV2,6253,3
FLEV3,6253,4
FLEV4,6253,8
FLC,6254,1
FLEV1,6254,3
FLEV2,6254,3
FLEV3,6254,4
FLEV4,6254,8
FLC,6255,1
FLEV1,6255,3
FLEV2,6255,3
FLEV3,6255,4
FLEV4,6255,8
FLC,6256,1
FLEV1,6256,3
FLEV2,6256,3
FLEV3,6256,4
FLEV4,6256,8
FLC,6257,1
FLEV1,6257,3
FLEV2,6257,3
FLEV3,6257,4
FLEV4,6257,8
FLC,6258,1
FLEV1,6258,3
FLEV2,6258,3
FLEV3,6258,4
FLEV4,6258,8
FLC,6259,1
FLEV1,6259,3
FLEV2,6259,3
FLEV3,6259,4
FLEV4,6259,8
FLC,6260,1
FLEV1,6260,3
FLEV2,6260,3
FLEV3,6260,4
FLEV4,6260,8
FLC,6261,1
FLEV1,6261,3
FLEV2,6261,3
FLEV3,6261,4
FLEV4,6261,8
FLC,6262,1
FLEV1,6262,3
FLEV2,6262,3
FLEV3,6262,4
FLEV4,6262,8
FLC,6263,1
FLEV1,6263,3
FLEV2,6263,3
FLEV3,6263,4
FLEV4,6263,8
FLC,6264,1
FLEV1,6264,3
FLEV2,6264,3
FLEV3,6264,4
FLEV4,6264,8
FLC,6265,1
FLEV1,6265,3
FLEV2,6265,3
FLEV3,6265,4
FLEV4,6265,8
FLC,6266,1
FLEV1,6266,3
FLEV2,6266,3
FLEV3,6266,4
FLEV4,6266,8
FLC,6267,1
FLEV1,6267,3
FLEV2,6267,3
FLEV3,6267,4
FLEV4,6267,8
FLC,6268,1
FLEV1,6268,3
FLEV2,6268,3
FLEV3,6268,4
FLEV4,6268,8
FLC,6269,1
FLEV1,6269,3
FLEV2,6269,3
FLEV3,6269,4
FLEV4,6269,8
FLC,6270,1
FLEV1,6270,3
FLEV2,6270,3
FLEV3,6270,4
FLEV4,6270,8
FLC,6271,1
FLEV1,6271,3
FLEV2,6271,3
FLEV3,6271,4
FLEV4,6271,8
FLC,6272,1
FLEV1,6272,3
FLEV2,6272,3
FLEV3,6272,4
FLEV4,6272,8
FLC,6273,1
FLEV1,6273,3
FLEV2,6273,3
FLEV3,6273,4
FLEV4,6273,8
FLC,6274,1
FLEV1,6274,3
FLEV2,6274,3
FLEV3,6274,4
FLEV4,6274,8
FLC,6275,1
FLEV1,6275,3
FLEV2,6275,3
FLEV3,6275,4
FLEV4,6275,8
FLC,6276,1
FLEV1,6276,3
FLEV2,6276,3
FLEV3,6276,4
FLEV4,6276,8
FLC,6277,1
FLEV1,6277,3
FLEV2,6277,3
FLEV3,6277,4
FLEV4,6277,8
FLC,6278,1
FLEV1,6278,3
FLEV2,6278,3
FLEV3,6278,4
FLEV4,6278,8
FLC,6279,1
FLEV1,6279,3
FLEV2,6279,3
FLEV3,6279,4
FLEV4,6279,8
FLC,6280,1
FLEV1,6280,3
FLEV2,6280,3
FLEV3,6280,4
FLEV4,6280,8
FLC,6281,1
FLEV1,6281,3
FLEV2,6281,3
FLEV3,6281,4
FLEV4,6281,8
FLC,6282,1
FLEV1,6282,3
FLEV2,6282,3
FLEV3,6282,4
FLEV4,6282,8
FLC,6283,1
FLEV1,6283,3
FLEV2,6283,3
FLEV3,6283,4
FLEV4,6283,8
FLC,6284,1
FLEV1,6284,3
FLEV2,6284,3
FLEV3,6284,4
FLEV4,6284,8
FLC,6285,1
FLEV1,6285,3
FLEV2,6285,3
FLEV3,6285,4
FLEV4,6285,8
FLC,6286,1
FLEV1,6286,3
FLEV2,6286,3
FLEV3,6286,4
FLEV4,6286,8
FLC,6287,1
FLEV1,6287,3
FLEV2,6287,3
FLEV3,6287,4
FLEV4,6287,8
FLC,6288,1
FLEV1,6288,3
FLEV2,6288,3
FLEV3,6288,4
FLEV4,6288,8
FLC,6289,1
FLEV1,6289,3
FLEV2,6289,3
FLEV3,6289,4
FLEV4,6289,8
FLC,6290,1
FLEV1,6290,3
FLEV2,6290,3
FLEV3,6290,4
FLEV4,6290,8
FLC,6291,1
FLEV1,6291,3
FLEV2,6291,3
FLEV3,6291,4
FLEV4,6291,8
FLC,6292,1
FLEV1,6292,3
FLEV2,6292,3
FLEV3,6292,4
FLEV4,6292,8
FLC,6293,1
FLEV1,6293,3
FLEV2,6293,3
FLEV3,6293,4
FLEV4,6293,8
FLC,6294,1
FLEV1,6294,3
